path	filename	sentence	label	lentgh(sec)
datasets/hellofourthbrain/610db480b4ffdeeaa7aea0b8.wav	610db480b4ffdeeaa7aea0b8.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db0e8b4ffdeeaa7aea05c.wav	610db0e8b4ffdeeaa7aea05c.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db33eb4ffdeeaa7aea082.wav	610db33eb4ffdeeaa7aea082.wav	 hellofourthbrain 	hellofourthbrain	1.44375
datasets/hellofourthbrain/610db5963b684eae869a3e42.wav	610db5963b684eae869a3e42.wav	 hellofourthbrain 	hellofourthbrain	1.44375
datasets/hellofourthbrain/610db3f7b4ffdeeaa7aea0a3.wav	610db3f7b4ffdeeaa7aea0a3.wav	 hellofourthbrain 	hellofourthbrain	1.38125
datasets/hellofourthbrain/610daf9ebee5593f5868a76e.wav	610daf9ebee5593f5868a76e.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db44ab3a7b60345b49992.wav	610db44ab3a7b60345b49992.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db499b4ffdeeaa7aea0bc.wav	610db499b4ffdeeaa7aea0bc.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610dafc03b684eae869a3e08.wav	610dafc03b684eae869a3e08.wav	 hellofourthbrain 	hellofourthbrain	0.94375
datasets/hellofourthbrain/610db45bb3a7b60345b49995.wav	610db45bb3a7b60345b49995.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db432b3a7b60345b4998c.wav	610db432b3a7b60345b4998c.wav	 hellofourthbrain 	hellofourthbrain	1.19375
datasets/hellofourthbrain/610db2c13b684eae869a3e17.wav	610db2c13b684eae869a3e17.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db4efb4ffdeeaa7aea0c1.wav	610db4efb4ffdeeaa7aea0c1.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db498b3a7b60345b499a5.wav	610db498b3a7b60345b499a5.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db2bfb3a7b60345b4994c.wav	610db2bfb3a7b60345b4994c.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db38f3b684eae869a3e2a.wav	610db38f3b684eae869a3e2a.wav	 hellofourthbrain 	hellofourthbrain	0.94375
datasets/hellofourthbrain/610db3d2b4ffdeeaa7aea09c.wav	610db3d2b4ffdeeaa7aea09c.wav	 hellofourthbrain 	hellofourthbrain	1.1381875
datasets/hellofourthbrain/610db38fbee5593f5868a794.wav	610db38fbee5593f5868a794.wav	 hellofourthbrain 	hellofourthbrain	1.38125
datasets/hellofourthbrain/610db23b3b684eae869a3e12.wav	610db23b3b684eae869a3e12.wav	 hellofourthbrain 	hellofourthbrain	1.31875
datasets/hellofourthbrain/610db4063b684eae869a3e33.wav	610db4063b684eae869a3e33.wav	 hellofourthbrain 	hellofourthbrain	0.88125
datasets/hellofourthbrain/610db1f6b4ffdeeaa7aea066.wav	610db1f6b4ffdeeaa7aea066.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610daf5b3b684eae869a3e03.wav	610daf5b3b684eae869a3e03.wav	 hellofourthbrain 	hellofourthbrain	1.38125
datasets/hellofourthbrain/610db5dfb4ffdeeaa7aea0df.wav	610db5dfb4ffdeeaa7aea0df.wav	 hellofourthbrain 	hellofourthbrain	1.44375
datasets/hellofourthbrain/610db62c3b684eae869a3e56.wav	610db62c3b684eae869a3e56.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db6bdb3a7b60345b499f0.wav	610db6bdb3a7b60345b499f0.wav	 hellofourthbrain 	hellofourthbrain	1.19375
datasets/hellofourthbrain/610db7eab3a7b60345b49a53.wav	610db7eab3a7b60345b49a53.wav	 hellofourthbrain 	hellofourthbrain	1.00625
datasets/hellofourthbrain/610db6eeb4ffdeeaa7aea138.wav	610db6eeb4ffdeeaa7aea138.wav	 hellofourthbrain 	hellofourthbrain	1.00625
datasets/hellofourthbrain/610db6e4bee5593f5868a7e6.wav	610db6e4bee5593f5868a7e6.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db69ab4ffdeeaa7aea10c.wav	610db69ab4ffdeeaa7aea10c.wav	 hellofourthbrain 	hellofourthbrain	1.38125
datasets/hellofourthbrain/610db6c13b684eae869a3e6c.wav	610db6c13b684eae869a3e6c.wav	 hellofourthbrain 	hellofourthbrain	1.19375
datasets/hellofourthbrain/610db82eb4ffdeeaa7aea176.wav	610db82eb4ffdeeaa7aea176.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db742b4ffdeeaa7aea151.wav	610db742b4ffdeeaa7aea151.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db7acb3a7b60345b49a43.wav	610db7acb3a7b60345b49a43.wav	 hellofourthbrain 	hellofourthbrain	1.31875
datasets/hellofourthbrain/610db701b3a7b60345b49a11.wav	610db701b3a7b60345b49a11.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db6e33b684eae869a3e7a.wav	610db6e33b684eae869a3e7a.wav	 hellofourthbrain 	hellofourthbrain	1.00625
datasets/hellofourthbrain/610db6f83b684eae869a3e7e.wav	610db6f83b684eae869a3e7e.wav	 hellofourthbrain 	hellofourthbrain	0.88125
datasets/hellofourthbrain/610db5a23b684eae869a3e46.wav	610db5a23b684eae869a3e46.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db736b4ffdeeaa7aea14e.wav	610db736b4ffdeeaa7aea14e.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db7223b684eae869a3e8a.wav	610db7223b684eae869a3e8a.wav	 hellofourthbrain 	hellofourthbrain	0.69375
datasets/hellofourthbrain/610db621b3a7b60345b499d2.wav	610db621b3a7b60345b499d2.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db72f3b684eae869a3e8d.wav	610db72f3b684eae869a3e8d.wav	 hellofourthbrain 	hellofourthbrain	1.2235
datasets/hellofourthbrain/610db6233b684eae869a3e52.wav	610db6233b684eae869a3e52.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db752b4ffdeeaa7aea157.wav	610db752b4ffdeeaa7aea157.wav	 hellofourthbrain 	hellofourthbrain	1.31875
datasets/hellofourthbrain/610db62bbee5593f5868a7bd.wav	610db62bbee5593f5868a7bd.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db832b4ffdeeaa7aea177.wav	610db832b4ffdeeaa7aea177.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db6523b684eae869a3e5c.wav	610db6523b684eae869a3e5c.wav	 hellofourthbrain 	hellofourthbrain	0.984375
datasets/hellofourthbrain/610db6e23b684eae869a3e79.wav	610db6e23b684eae869a3e79.wav	 hellofourthbrain 	hellofourthbrain	1.246375
datasets/hellofourthbrain/610db77bb4ffdeeaa7aea15b.wav	610db77bb4ffdeeaa7aea15b.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db810bee5593f5868a823.wav	610db810bee5593f5868a823.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db7023b684eae869a3e81.wav	610db7023b684eae869a3e81.wav	 hellofourthbrain 	hellofourthbrain	0.94375
datasets/hellofourthbrain/610db779b3a7b60345b49a38.wav	610db779b3a7b60345b49a38.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db9803b684eae869a3f16.wav	610db9803b684eae869a3f16.wav	 hellofourthbrain 	hellofourthbrain	1.314875
datasets/hellofourthbrain/610db89fbee5593f5868a838.wav	610db89fbee5593f5868a838.wav	 hellofourthbrain 	hellofourthbrain	1.44375
datasets/hellofourthbrain/610db8e3b4ffdeeaa7aea1b1.wav	610db8e3b4ffdeeaa7aea1b1.wav	 hellofourthbrain 	hellofourthbrain	1.31875
datasets/hellofourthbrain/610db8f4b3a7b60345b49a97.wav	610db8f4b3a7b60345b49a97.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db8c1b3a7b60345b49a88.wav	610db8c1b3a7b60345b49a88.wav	 hellofourthbrain 	hellofourthbrain	1.31875
datasets/hellofourthbrain/610db88eb4ffdeeaa7aea18f.wav	610db88eb4ffdeeaa7aea18f.wav	 hellofourthbrain 	hellofourthbrain	1.44375
datasets/hellofourthbrain/610db9c1b3a7b60345b49aca.wav	610db9c1b3a7b60345b49aca.wav	 hellofourthbrain 	hellofourthbrain	0.94375
datasets/hellofourthbrain/610db8da3b684eae869a3ee5.wav	610db8da3b684eae869a3ee5.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db95ebee5593f5868a874.wav	610db95ebee5593f5868a874.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db935bee5593f5868a863.wav	610db935bee5593f5868a863.wav	 hellofourthbrain 	hellofourthbrain	1.00625
datasets/hellofourthbrain/610db9a5bee5593f5868a888.wav	610db9a5bee5593f5868a888.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db8fc3b684eae869a3ef0.wav	610db8fc3b684eae869a3ef0.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db92bbee5593f5868a85f.wav	610db92bbee5593f5868a85f.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db9b2b3a7b60345b49ac5.wav	610db9b2b3a7b60345b49ac5.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db9bdbee5593f5868a890.wav	610db9bdbee5593f5868a890.wav	 hellofourthbrain 	hellofourthbrain	1.38125
datasets/hellofourthbrain/610db9623b684eae869a3f0b.wav	610db9623b684eae869a3f0b.wav	 hellofourthbrain 	hellofourthbrain	0.94375
datasets/hellofourthbrain/610db8f03b684eae869a3eed.wav	610db8f03b684eae869a3eed.wav	 hellofourthbrain 	hellofourthbrain	0.94375
datasets/hellofourthbrain/610db918bee5593f5868a85c.wav	610db918bee5593f5868a85c.wav	 hellofourthbrain 	hellofourthbrain	1.25625
datasets/hellofourthbrain/610db9753b684eae869a3f14.wav	610db9753b684eae869a3f14.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db8bb3b684eae869a3edd.wav	610db8bb3b684eae869a3edd.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610db930b4ffdeeaa7aea1cd.wav	610db930b4ffdeeaa7aea1cd.wav	 hellofourthbrain 	hellofourthbrain	1.06875
datasets/hellofourthbrain/610db9963b684eae869a3f1f.wav	610db9963b684eae869a3f1f.wav	 hellofourthbrain 	hellofourthbrain	1.31875
datasets/hellofourthbrain/610db79bb3a7b60345b49a40.wav	610db79bb3a7b60345b49a40.wav	 hellofourthbrain 	hellofourthbrain	1.44375
datasets/hellofourthbrain/610db8bbb4ffdeeaa7aea1a5.wav	610db8bbb4ffdeeaa7aea1a5.wav	 hellofourthbrain 	hellofourthbrain	1.38125
datasets/hellofourthbrain/610db8bebee5593f5868a83f.wav	610db8bebee5593f5868a83f.wav	 hellofourthbrain 	hellofourthbrain	0.94375
datasets/hellofourthbrain/610db94bbee5593f5868a86c.wav	610db94bbee5593f5868a86c.wav	 hellofourthbrain 	hellofourthbrain	0.94375
datasets/hellofourthbrain/610db76fbee5593f5868a80e.wav	610db76fbee5593f5868a80e.wav	 hellofourthbrain 	hellofourthbrain	1.13125
datasets/hellofourthbrain/610dba30bee5593f5868a8bb.wav	610dba30bee5593f5868a8bb.wav	 hellofourthbrain 	hellofourthbrain	1.38125
