path	filename	sentence	label	lentgh(sec)
datasets/heyfourthbrain/610db796b3a7b60345b49a3d.wav	610db796b3a7b60345b49a3d.wav	 heyfourthbrain 	heyfourthbrain	1.06875
datasets/heyfourthbrain/610db69ab4ffdeeaa7aea10e.wav	610db69ab4ffdeeaa7aea10e.wav	 heyfourthbrain 	heyfourthbrain	1.00625
datasets/heyfourthbrain/610db787bee5593f5868a812.wav	610db787bee5593f5868a812.wav	 heyfourthbrain 	heyfourthbrain	1.225
datasets/heyfourthbrain/610db5debee5593f5868a7b2.wav	610db5debee5593f5868a7b2.wav	 heyfourthbrain 	heyfourthbrain	1.56875
datasets/heyfourthbrain/610db847b4ffdeeaa7aea178.wav	610db847b4ffdeeaa7aea178.wav	 heyfourthbrain 	heyfourthbrain	1.19375
datasets/heyfourthbrain/610db848b4ffdeeaa7aea179.wav	610db848b4ffdeeaa7aea179.wav	 heyfourthbrain 	heyfourthbrain	1.13125
datasets/heyfourthbrain/610db85cb3a7b60345b49a6a.wav	610db85cb3a7b60345b49a6a.wav	 heyfourthbrain 	heyfourthbrain	1.31875
datasets/heyfourthbrain/610db8cdb3a7b60345b49a8d.wav	610db8cdb3a7b60345b49a8d.wav	 heyfourthbrain 	heyfourthbrain	1.06875
datasets/heyfourthbrain/610db82b3b684eae869a3eb2.wav	610db82b3b684eae869a3eb2.wav	 heyfourthbrain 	heyfourthbrain	1.31875
datasets/heyfourthbrain/610db7c4b4ffdeeaa7aea168.wav	610db7c4b4ffdeeaa7aea168.wav	 heyfourthbrain 	heyfourthbrain	1.19375
datasets/heyfourthbrain/610db8debee5593f5868a849.wav	610db8debee5593f5868a849.wav	 heyfourthbrain 	heyfourthbrain	1.00625
datasets/heyfourthbrain/610db8c63b684eae869a3edf.wav	610db8c63b684eae869a3edf.wav	 heyfourthbrain 	heyfourthbrain	1.19375
datasets/heyfourthbrain/610db899b4ffdeeaa7aea197.wav	610db899b4ffdeeaa7aea197.wav	 heyfourthbrain 	heyfourthbrain	1.25625
datasets/heyfourthbrain/610db85ab3a7b60345b49a68.wav	610db85ab3a7b60345b49a68.wav	 heyfourthbrain 	heyfourthbrain	0.94375
datasets/heyfourthbrain/610db7bab3a7b60345b49a46.wav	610db7bab3a7b60345b49a46.wav	 heyfourthbrain 	heyfourthbrain	1.19375
datasets/heyfourthbrain/610db86eb4ffdeeaa7aea182.wav	610db86eb4ffdeeaa7aea182.wav	 heyfourthbrain 	heyfourthbrain	0.81875
datasets/heyfourthbrain/610db9343b684eae869a3efb.wav	610db9343b684eae869a3efb.wav	 heyfourthbrain 	heyfourthbrain	1.38125
datasets/heyfourthbrain/610db940bee5593f5868a867.wav	610db940bee5593f5868a867.wav	 heyfourthbrain 	heyfourthbrain	1.19375
datasets/heyfourthbrain/610db8f83b684eae869a3eef.wav	610db8f83b684eae869a3eef.wav	 heyfourthbrain 	heyfourthbrain	1.44375
datasets/heyfourthbrain/610db6f7b4ffdeeaa7aea13c.wav	610db6f7b4ffdeeaa7aea13c.wav	 heyfourthbrain 	heyfourthbrain	1.25625
datasets/heyfourthbrain/610db879bee5593f5868a832.wav	610db879bee5593f5868a832.wav	 heyfourthbrain 	heyfourthbrain	1.44375
datasets/heyfourthbrain/610db874b3a7b60345b49a71.wav	610db874b3a7b60345b49a71.wav	 heyfourthbrain 	heyfourthbrain	1.38125
datasets/heyfourthbrain/610db89db3a7b60345b49a7f.wav	610db89db3a7b60345b49a7f.wav	 heyfourthbrain 	heyfourthbrain	1.31875
datasets/heyfourthbrain/610db9fcb3a7b60345b49ae2.wav	610db9fcb3a7b60345b49ae2.wav	 heyfourthbrain 	heyfourthbrain	1.13125
datasets/heyfourthbrain/610db95d3b684eae869a3f08.wav	610db95d3b684eae869a3f08.wav	 heyfourthbrain 	heyfourthbrain	1.13125
datasets/heyfourthbrain/610db9a3bee5593f5868a887.wav	610db9a3bee5593f5868a887.wav	 heyfourthbrain 	heyfourthbrain	1.25625
datasets/heyfourthbrain/610db977bee5593f5868a87c.wav	610db977bee5593f5868a87c.wav	 heyfourthbrain 	heyfourthbrain	1.38125
datasets/heyfourthbrain/610db9d8b4ffdeeaa7aea202.wav	610db9d8b4ffdeeaa7aea202.wav	 heyfourthbrain 	heyfourthbrain	1.06875
datasets/heyfourthbrain/610db9b63b684eae869a3f28.wav	610db9b63b684eae869a3f28.wav	 heyfourthbrain 	heyfourthbrain	1.38125
datasets/heyfourthbrain/610db8fe3b684eae869a3ef1.wav	610db8fe3b684eae869a3ef1.wav	 heyfourthbrain 	heyfourthbrain	1.25625
datasets/heyfourthbrain/610db942bee5593f5868a869.wav	610db942bee5593f5868a869.wav	 heyfourthbrain 	heyfourthbrain	1.38125
datasets/heyfourthbrain/610db991b3a7b60345b49abd.wav	610db991b3a7b60345b49abd.wav	 heyfourthbrain 	heyfourthbrain	1.13125
datasets/heyfourthbrain/610db9b7b3a7b60345b49ac6.wav	610db9b7b3a7b60345b49ac6.wav	 heyfourthbrain 	heyfourthbrain	1.44375
datasets/heyfourthbrain/610db929b3a7b60345b49aa4.wav	610db929b3a7b60345b49aa4.wav	 heyfourthbrain 	heyfourthbrain	1.44375
datasets/heyfourthbrain/610db979b4ffdeeaa7aea1e5.wav	610db979b4ffdeeaa7aea1e5.wav	 heyfourthbrain 	heyfourthbrain	1.25625
datasets/heyfourthbrain/610db9293b684eae869a3efa.wav	610db9293b684eae869a3efa.wav	 heyfourthbrain 	heyfourthbrain	1.38125
datasets/heyfourthbrain/610db9da3b684eae869a3f34.wav	610db9da3b684eae869a3f34.wav	 heyfourthbrain 	heyfourthbrain	1.38125
datasets/heyfourthbrain/610db9843b684eae869a3f17.wav	610db9843b684eae869a3f17.wav	 heyfourthbrain 	heyfourthbrain	1.25625
datasets/heyfourthbrain/610db9d8bee5593f5868a89d.wav	610db9d8bee5593f5868a89d.wav	 heyfourthbrain 	heyfourthbrain	1.00625
datasets/heyfourthbrain/610db988b3a7b60345b49ab9.wav	610db988b3a7b60345b49ab9.wav	 heyfourthbrain 	heyfourthbrain	1.06875
datasets/heyfourthbrain/610db96db4ffdeeaa7aea1e0.wav	610db96db4ffdeeaa7aea1e0.wav	 heyfourthbrain 	heyfourthbrain	1.44375
datasets/heyfourthbrain/610dbafcbee5593f5868a8f4.wav	610dbafcbee5593f5868a8f4.wav	 heyfourthbrain 	heyfourthbrain	1.19375
datasets/heyfourthbrain/610dba47b4ffdeeaa7aea22b.wav	610dba47b4ffdeeaa7aea22b.wav	 heyfourthbrain 	heyfourthbrain	1.88125
datasets/heyfourthbrain/610dba0cb3a7b60345b49ae9.wav	610dba0cb3a7b60345b49ae9.wav	 heyfourthbrain 	heyfourthbrain	1.50625
datasets/heyfourthbrain/610dba3bb3a7b60345b49b04.wav	610dba3bb3a7b60345b49b04.wav	 heyfourthbrain 	heyfourthbrain	0.85
datasets/heyfourthbrain/610dba64bee5593f5868a8da.wav	610dba64bee5593f5868a8da.wav	 heyfourthbrain 	heyfourthbrain	1.56875
datasets/heyfourthbrain/610dba573b684eae869a3f56.wav	610dba573b684eae869a3f56.wav	 heyfourthbrain 	heyfourthbrain	1.31875
datasets/heyfourthbrain/610dba533b684eae869a3f53.wav	610dba533b684eae869a3f53.wav	 heyfourthbrain 	heyfourthbrain	1.44375
datasets/heyfourthbrain/610dba36b4ffdeeaa7aea225.wav	610dba36b4ffdeeaa7aea225.wav	 heyfourthbrain 	heyfourthbrain	1.00625
datasets/heyfourthbrain/610dba05b3a7b60345b49ae7.wav	610dba05b3a7b60345b49ae7.wav	 heyfourthbrain 	heyfourthbrain	1.00625
datasets/heyfourthbrain/610dba70b3a7b60345b49b18.wav	610dba70b3a7b60345b49b18.wav	 heyfourthbrain 	heyfourthbrain	1.94375
